SEASON,LAT,LON,WMO_WIND,WMO_PRES,NATURE,high_risk
2008,24.0,-68.0,45.0,998.0,TS,0
2008,25.0,-68.2,50.0,996.0,TS,0
2008,15.4,-69.0,25.0,1005.0,TS,0
2008,15.2,-69.6,30.0,1005.0,TS,0
2008,14.8,-69.8,30.0,1004.0,TS,0
2008,14.5,-69.6,35.0,1001.0,TS,0
2008,14.3,-69.3,40.0,997.0,TS,0
2008,14.2,-69.1,50.0,991.0,TS,0
2008,13.9,-68.8,60.0,983.0,TS,0
2008,14.1,-68.3,65.0,983.0,TS,1
2008,14.4,-68.0,70.0,985.0,TS,1
2008,14.9,-67.4,75.0,984.0,TS,1
2008,15.6,-66.5,80.0,977.0,TS,1
2008,16.7,-65.2,95.0,970.0,TS,1
2008,18.2,-63.9,115.0,958.0,TS,1
2008,19.6,-62.1,90.0,975.0,TS,1
2008,21.1,-60.4,70.0,985.0,TS,1
2008,22.8,-58.8,65.0,986.0,TS,1
2009,18.3,-55.6,115.0,949.0,TS,1
2009,19.3,-56.9,115.0,947.0,TS,1
2009,20.2,-58.2,115.0,945.0,TS,1
2009,21.1,-59.6,115.0,949.0,TS,1
2009,22.1,-61.0,105.0,952.0,TS,1
2009,23.1,-62.4,110.0,948.0,TS,1
2009,24.1,-63.7,110.0,943.0,TS,1
2009,24.3,-69.6,40.0,1009.0,TS,0
2009,24.6,-70.1,40.0,1009.0,TS,0
2009,16.7,-57.3,45.0,1007.0,TS,0
2009,16.8,-58.0,45.0,1004.0,TS,0
2009,16.5,-58.9,45.0,1005.0,TS,0
2009,16.4,-59.9,35.0,1008.0,TS,0
2009,16.3,-61.0,35.0,1008.0,TS,0
2009,16.3,-61.3,35.0,1008.0,TS,0
2009,16.3,-61.9,35.0,1009.0,TS,0
2009,16.4,-62.7,40.0,1008.0,TS,0
2009,16.5,-63.5,40.0,1008.0,TS,0
2009,16.6,-64.5,30.0,1008.0,TS,0
2009,16.8,-65.5,25.0,1009.0,DS,0
2009,17.0,-66.5,25.0,1010.0,DS,0
2009,23.3,-56.0,25.0,1010.0,DS,0
2009,23.8,-57.9,25.0,1010.0,DS,0
2009,24.2,-59.9,25.0,1011.0,DS,0
2009,24.6,-61.6,25.0,1011.0,DS,0
2009,24.9,-63.2,25.0,1012.0,DS,0
2009,18.3,-55.7,45.0,1005.0,TS,0
2009,18.7,-56.8,45.0,1006.0,TS,0
2009,19.0,-57.9,40.0,1007.0,TS,0
2009,19.3,-59.1,35.0,1008.0,TS,0
2009,19.6,-60.3,30.0,1010.0,TS,0
2009,20.0,-61.4,30.0,1011.0,TS,0
2009,20.3,-62.2,25.0,1012.0,DS,0
2009,20.5,-62.9,25.0,1012.0,DS,0
2009,20.6,-63.5,20.0,1012.0,DS,0
2009,20.7,-64.1,20.0,1012.0,DS,0
2009,20.9,-64.9,20.0,1012.0,DS,0
2009,21.0,-65.7,20.0,1012.0,DS,0
2009,20.9,-66.7,20.0,1012.0,DS,0
2009,20.6,-67.6,20.0,1012.0,DS,0
2009,20.3,-68.5,20.0,1012.0,DS,0
2009,20.2,-69.4,20.0,1012.0,DS,0
2009,20.1,-70.5,20.0,1012.0,DS,0
2009,20.2,-71.7,20.0,1013.0,DS,0
2010,21.5,-73.8,30.0,1009.0,TS,0
2010,21.7,-74.4,30.0,1008.0,TS,0
2010,22.2,-74.9,30.0,1007.0,TS,0
2010,17.0,-57.2,35.0,1009.0,DS,0
2010,18.0,-59.5,35.0,1009.0,DS,0
2010,19.2,-61.1,40.0,1009.0,DS,0
2010,20.4,-62.5,40.0,1009.0,DS,0
2010,21.7,-63.7,40.0,1009.0,DS,0
2010,23.0,-64.9,40.0,1008.0,TS,0
2010,24.4,-65.8,45.0,1007.0,TS,0
2010,25.0,-66.1,50.0,1005.0,TS,0
2010,24.0,-55.4,85.0,973.0,TS,1
2010,24.8,-56.4,90.0,970.0,TS,1
2010,16.7,-56.5,55.0,991.0,TS,0
2010,17.0,-58.0,65.0,985.0,TS,1
2010,17.3,-59.3,75.0,978.0,TS,1
2010,17.7,-60.6,85.0,971.0,TS,1
2010,18.1,-61.9,95.0,967.0,TS,1
2010,18.5,-63.1,105.0,965.0,TS,1
2010,19.0,-64.2,115.0,954.0,TS,1
2010,19.6,-65.3,115.0,938.0,TS,1
2010,20.2,-66.4,115.0,931.0,TS,1
2010,20.9,-67.5,115.0,935.0,TS,1
2010,21.6,-68.4,115.0,940.0,TS,1
2010,22.5,-69.4,110.0,940.0,TS,1
2010,23.6,-70.5,105.0,941.0,TS,1
2010,24.7,-71.6,110.0,942.0,TS,1
2010,16.3,-56.9,40.0,1006.0,TS,0
2010,16.6,-58.5,45.0,1004.0,TS,0
2010,17.2,-59.8,50.0,1001.0,TS,0
2010,18.2,-61.0,50.0,998.0,TS,0
2010,19.5,-62.5,55.0,999.0,TS,0
2010,21.0,-63.8,50.0,1000.0,TS,0
2010,22.3,-64.9,45.0,1001.0,TS,0
2010,23.6,-65.9,45.0,1002.0,TS,0
2010,25.0,-66.6,45.0,1003.0,TS,0
2010,17.4,-55.5,30.0,1009.0,DS,0
2010,17.5,-57.2,25.0,1010.0,DS,0
2010,17.4,-59.0,25.0,1010.0,DS,0
2010,17.1,-60.8,25.0,1010.0,DS,0
2010,16.8,-62.7,25.0,1010.0,DS,0
2010,16.8,-64.6,25.0,1010.0,DS,0
2010,17.0,-66.3,25.0,1010.0,DS,0
2010,17.4,-67.7,25.0,1010.0,DS,0
2010,19.8,-55.3,115.0,942.0,TS,1
2010,20.1,-56.0,120.0,936.0,TS,1
2010,20.4,-56.5,125.0,929.0,TS,1
2010,20.8,-57.1,120.0,934.0,TS,1
2010,21.4,-57.8,115.0,940.0,TS,1
2010,21.8,-58.4,115.0,935.0,TS,1
2010,22.2,-59.1,110.0,935.0,TS,1
2010,22.8,-59.9,100.0,945.0,TS,1
2010,23.5,-60.7,90.0,947.0,TS,1
2010,24.2,-61.6,90.0,947.0,TS,1
2010,24.9,-62.5,85.0,939.0,TS,1
2010,13.7,-74.8,30.0,1008.0,TS,0
2010,22.0,-67.2,30.0,1000.0,SS,0
2010,22.6,-67.8,40.0,995.0,SS,0
2010,23.0,-68.1,50.0,991.0,SS,0
2010,23.2,-68.2,55.0,989.0,SS,0
2010,23.4,-68.3,50.0,990.0,SS,0
2010,23.6,-68.3,45.0,994.0,TS,0
2010,23.8,-67.8,50.0,992.0,TS,0
2010,24.0,-67.0,55.0,989.0,TS,0
2010,24.4,-66.1,60.0,986.0,TS,0
2010,10.8,-56.8,45.0,998.0,TS,0
2010,11.9,-57.8,55.0,999.0,TS,0
2010,12.7,-58.9,60.0,997.0,TS,0
2010,13.0,-59.5,60.0,997.0,TS,0
2010,13.1,-60.1,65.0,993.0,TS,1
2010,13.3,-61.0,80.0,990.0,TS,1
2010,13.4,-61.2,85.0,987.0,TS,1
2010,13.5,-61.7,85.0,982.0,TS,1
2010,13.8,-62.4,85.0,983.0,TS,1
2010,14.0,-63.3,80.0,988.0,TS,1
2010,14.2,-64.4,65.0,994.0,TS,1
2010,14.1,-65.8,55.0,997.0,TS,0
2010,13.9,-67.1,45.0,1003.0,TS,0
2010,13.6,-68.2,40.0,1005.0,TS,0
2010,13.5,-69.2,40.0,1005.0,TS,0
2010,13.5,-70.3,40.0,1005.0,TS,0
2010,13.5,-71.4,45.0,1003.0,TS,0
2010,13.5,-72.5,40.0,1004.0,TS,0
2010,13.6,-73.4,35.0,1006.0,TS,0
2010,13.8,-73.9,30.0,1006.0,TS,0
2010,14.0,-74.3,30.0,1006.0,TS,0
2010,14.3,-74.7,30.0,1006.0,TS,0
2010,18.7,-74.7,75.0,987.0,TS,1
2010,19.7,-74.0,70.0,992.0,TS,1
2010,20.4,-73.1,60.0,995.0,TS,0
2010,21.4,-71.8,60.0,992.0,TS,0
2010,21.7,-71.6,60.0,992.0,TS,0
2010,22.6,-70.9,60.0,990.0,TS,0
2010,23.8,-70.3,65.0,988.0,TS,1
2010,24.9,-69.8,70.0,987.0,TS,1
2011,14.9,-61.4,40.0,1007.0,TS,0
2011,15.1,-62.5,40.0,1007.0,TS,0
2011,15.4,-63.6,40.0,1006.0,TS,0
2011,15.7,-64.8,40.0,1005.0,TS,0
2011,16.0,-66.2,45.0,1004.0,TS,0
2011,16.3,-67.7,45.0,1003.0,TS,0
2011,16.6,-69.1,45.0,1003.0,TS,0
2011,16.8,-70.3,45.0,1003.0,TS,0
2011,16.9,-70.7,45.0,1003.0,TS,0
2011,16.9,-71.3,45.0,1004.0,TS,0
2011,17.3,-72.2,45.0,1006.0,TS,0
2011,17.9,-73.4,30.0,1009.0,DS,0
2011,18.8,-74.6,25.0,1010.0,DS,0
2011,15.0,-59.0,45.0,1006.0,TS,0
2011,16.0,-60.6,45.0,1006.0,TS,0
2011,16.8,-62.2,45.0,1005.0,TS,0
2011,17.5,-63.7,50.0,999.0,TS,0
2011,17.8,-64.6,60.0,993.0,TS,0
2011,17.9,-65.0,60.0,993.0,TS,0
2011,18.1,-65.8,60.0,990.0,TS,0
2011,18.2,-65.9,65.0,990.0,TS,1
2011,18.9,-67.0,70.0,989.0,TS,1
2011,19.3,-68.0,75.0,988.0,TS,1
2011,19.7,-68.8,80.0,981.0,TS,1
2011,20.1,-69.7,80.0,978.0,TS,1
2011,20.4,-70.6,80.0,978.0,TS,1
2011,20.7,-71.2,80.0,977.0,TS,1
2011,21.0,-71.9,80.0,969.0,TS,1
2011,21.3,-72.5,95.0,965.0,TS,1
2011,21.9,-73.3,105.0,957.0,TS,1
2011,22.4,-74.0,100.0,955.0,TS,1
2011,22.7,-74.3,100.0,954.0,TS,1
2011,19.4,-55.4,65.0,986.0,TS,1
2011,19.9,-56.2,65.0,982.0,TS,1
2011,20.4,-57.1,70.0,978.0,TS,1
2011,21.1,-57.9,75.0,969.0,TS,1
2011,21.7,-58.8,85.0,961.0,TS,1
2011,22.3,-59.7,90.0,959.0,TS,1
2011,23.0,-60.6,90.0,957.0,TS,1
2011,23.6,-61.6,95.0,954.0,TS,1
2011,24.2,-62.6,100.0,950.0,TS,1
2011,24.8,-63.4,110.0,946.0,TS,1
2011,13.9,-55.2,40.0,1003.0,TS,0
2011,14.3,-56.6,45.0,1003.0,DS,0
2011,14.9,-57.9,45.0,1004.0,DS,0
2011,15.4,-59.0,45.0,1004.0,DS,0
2011,16.0,-60.0,45.0,1005.0,DS,0
2011,16.9,-61.1,45.0,1005.0,TS,0
2011,17.8,-62.0,45.0,1005.0,TS,0
2011,18.3,-62.7,45.0,1005.0,TS,0
2011,18.7,-63.4,50.0,1004.0,TS,0
2011,19.1,-64.1,50.0,1004.0,TS,0
2011,19.6,-64.7,50.0,1005.0,TS,0
2011,20.0,-65.3,50.0,1005.0,TS,0
2011,20.4,-66.1,50.0,1005.0,TS,0
2011,20.6,-66.9,50.0,1006.0,TS,0
2011,20.8,-67.1,50.0,1006.0,TS,0
2011,21.0,-67.3,45.0,1006.0,TS,0
2011,21.3,-67.5,45.0,1006.0,TS,0
2011,21.7,-67.7,45.0,1006.0,TS,0
2011,22.3,-68.0,45.0,1005.0,TS,0
2011,23.1,-68.5,45.0,1004.0,TS,0
2011,23.9,-69.0,50.0,1001.0,TS,0
2011,24.7,-69.3,50.0,1001.0,TS,0
2011,17.2,-55.9,45.0,1005.0,TS,0
2011,17.6,-57.0,40.0,1007.0,TS,0
2011,17.9,-58.0,40.0,1008.0,TS,0
2011,18.2,-59.0,35.0,1008.0,TS,0
2011,18.4,-59.8,30.0,1010.0,DS,0
2011,18.6,-60.5,30.0,1012.0,DS,0
2011,18.5,-60.8,25.0,1012.0,DS,0
2011,18.3,-60.7,25.0,1012.0,DS,0
2011,18.0,-60.5,25.0,1012.0,DS,0
2011,17.8,-60.2,25.0,1012.0,DS,0
2011,17.6,-59.9,25.0,1012.0,DS,0
2011,17.6,-59.5,25.0,1012.0,DS,0
2011,17.8,-59.3,25.0,1010.0,TS,0
2011,18.0,-59.4,25.0,1009.0,TS,0
2011,18.1,-59.5,30.0,1009.0,TS,0
2011,18.2,-59.6,40.0,1005.0,TS,0
2011,18.4,-59.8,40.0,1001.0,TS,0
2011,18.7,-60.1,45.0,1001.0,TS,0
2011,19.1,-60.5,50.0,995.0,TS,0
2011,19.6,-60.9,55.0,995.0,TS,0
2011,20.2,-61.4,55.0,991.0,TS,0
2011,21.0,-61.9,65.0,987.0,TS,1
2011,21.6,-62.3,70.0,982.0,TS,1
2011,22.4,-62.7,85.0,971.0,TS,1
2011,23.4,-63.0,95.0,966.0,TS,1
2011,24.6,-63.3,100.0,959.0,TS,1
2011,24.3,-55.6,60.0,995.0,TS,0
2011,23.8,-56.6,65.0,992.0,TS,1
2011,23.7,-57.7,65.0,992.0,TS,1
2011,23.8,-58.7,60.0,993.0,TS,0
2011,24.0,-59.6,60.0,994.0,TS,0
2011,24.3,-60.2,60.0,994.0,TS,0
2011,24.7,-60.7,60.0,994.0,TS,0
2012,13.2,-55.5,45.0,1006.0,TS,0
2012,13.4,-57.5,45.0,1005.0,TS,0
2012,13.6,-59.7,40.0,1005.0,TS,0
2012,13.7,-61.6,40.0,1003.0,TS,0
2012,13.8,-63.3,40.0,1003.0,TS,0
2012,13.8,-64.8,40.0,1004.0,TS,0
2012,13.9,-66.4,45.0,1005.0,TS,0
2012,14.2,-67.9,45.0,1005.0,TS,0
2012,14.6,-69.5,45.0,1005.0,TS,0
2012,15.0,-71.5,45.0,1006.0,TS,0
2012,15.0,-73.8,45.0,1006.0,TS,0
2012,13.4,-55.4,30.0,1009.0,TS,0
2012,13.3,-57.9,30.0,1011.0,DS,0
2012,13.3,-59.9,30.0,1011.0,DS,0
2012,13.5,-61.4,30.0,1011.0,DS,0
2012,13.7,-63.2,30.0,1011.0,DS,0
2012,13.9,-65.6,30.0,1011.0,DS,0
2012,14.1,-68.0,30.0,1010.0,DS,0
2012,14.1,-70.4,30.0,1009.0,DS,0
2012,14.1,-72.7,30.0,1009.0,DS,0
2012,14.1,-74.9,30.0,1008.0,DS,0
2012,15.7,-56.6,45.0,1003.0,TS,0
2012,15.9,-58.6,45.0,1004.0,TS,0
2012,16.1,-60.4,45.0,1004.0,TS,0
2012,15.7,-62.0,45.0,1004.0,TS,0
2012,15.0,-63.4,45.0,1004.0,TS,0
2012,15.1,-65.0,45.0,1003.0,TS,0
2012,15.6,-66.4,45.0,1003.0,TS,0
2012,15.7,-67.8,45.0,1002.0,TS,0
2012,15.4,-69.1,45.0,998.0,TS,0
2012,15.7,-70.4,50.0,995.0,TS,0
2012,16.6,-71.2,55.0,993.0,TS,0
2012,17.3,-71.8,55.0,992.0,TS,0
2012,18.3,-72.7,55.0,991.0,TS,0
2012,19.6,-73.9,50.0,997.0,TS,0
2012,20.1,-74.5,50.0,997.0,TS,0
2012,18.1,-55.3,60.0,995.0,TS,0
2012,18.8,-56.8,60.0,994.0,TS,0
2012,19.6,-58.1,60.0,994.0,TS,0
2012,20.4,-59.4,55.0,995.0,TS,0
2012,21.2,-60.7,50.0,997.0,TS,0
2012,22.1,-61.4,50.0,997.0,TS,0
2012,22.9,-61.7,50.0,997.0,TS,0
2012,23.4,-62.2,50.0,996.0,TS,0
2012,23.5,-62.6,50.0,993.0,TS,0
2012,23.8,-62.8,55.0,990.0,TS,0
2012,24.2,-62.6,60.0,989.0,TS,0
2012,24.5,-62.5,60.0,988.0,TS,0
2012,24.8,-62.5,60.0,988.0,TS,0
2012,25.0,-62.6,60.0,988.0,TS,0
2012,14.7,-62.7,35.0,1006.0,TS,0
2012,15.0,-63.2,35.0,1007.0,TS,0
2012,15.3,-63.7,35.0,1006.0,TS,0
2012,15.6,-63.8,35.0,1006.0,TS,0
2012,16.7,-63.6,40.0,1004.0,TS,0
2012,17.9,-63.5,45.0,1004.0,TS,0
2012,18.9,-63.6,45.0,1003.0,TS,0
2012,19.7,-63.9,50.0,999.0,TS,0
2012,20.4,-64.3,55.0,994.0,TS,0
2012,21.3,-64.7,60.0,989.0,TS,0
2012,22.0,-65.2,65.0,986.0,TS,1
2012,22.6,-65.6,70.0,983.0,TS,1
2012,23.6,-65.8,75.0,979.0,TS,1
2012,24.6,-65.6,80.0,974.0,TS,1
2013,12.1,-55.2,50.0,1006.0,TS,0
2013,13.0,-57.7,50.0,1005.0,TS,0
2013,13.9,-60.3,55.0,1003.0,TS,0
2013,14.8,-62.9,55.0,1006.0,TS,0
2013,15.6,-65.6,45.0,1008.0,TS,0
2013,16.2,-68.4,40.0,1010.0,TS,0
2013,16.7,-71.2,40.0,1011.0,TS,0
2013,19.4,-56.8,35.0,1013.0,DS,0
2013,19.8,-58.6,35.0,1013.0,DS,0
2013,20.1,-60.3,30.0,1013.0,DS,0
2013,20.4,-62.0,25.0,1014.0,DS,0
2013,20.6,-63.7,25.0,1014.0,DS,0
2013,20.8,-65.3,25.0,1015.0,DS,0
2013,21.0,-66.9,25.0,1015.0,DS,0
2013,21.3,-68.5,25.0,1015.0,DS,0
2013,21.5,-69.8,25.0,1015.0,DS,0
2013,21.7,-71.0,25.0,1015.0,DS,0
2013,21.9,-72.2,25.0,1015.0,DS,0
2013,22.1,-73.3,25.0,1015.0,DS,0
2013,22.4,-74.4,25.0,1015.0,DS,0
2013,16.2,-65.9,30.0,1010.0,TS,0
2013,16.7,-66.3,30.0,1008.0,TS,0
2013,17.1,-67.0,30.0,1008.0,TS,0
2013,17.4,-67.7,30.0,1010.0,TS,0
2013,17.9,-68.4,25.0,1010.0,DS,0
2013,18.8,-68.4,25.0,1010.0,DS,0
2013,19.5,-68.5,20.0,1010.0,DS,0
2013,20.0,-68.6,20.0,1010.0,DS,0
2013,20.4,-68.7,20.0,1010.0,DS,0
2013,21.2,-68.7,20.0,1010.0,DS,0
2013,22.0,-68.8,20.0,1010.0,DS,0
2013,22.8,-69.2,25.0,1009.0,DS,0
2013,23.6,-69.2,25.0,1009.0,DS,0
2013,24.4,-69.1,25.0,1009.0,DS,0
2013,24.7,-68.9,25.0,1009.0,DS,0
2013,24.8,-68.8,25.0,1008.0,DS,0
2013,24.9,-68.7,25.0,1008.0,DS,0
2014,14.0,-55.0,30.0,1012.0,TS,0
2014,13.0,-56.2,40.0,1007.0,TS,0
2014,13.8,-58.1,45.0,1006.0,TS,0
2014,14.5,-60.3,45.0,1006.0,TS,0
2014,15.2,-62.3,45.0,1007.0,TS,0
2014,15.9,-64.1,40.0,1008.0,TS,0
2014,16.7,-65.9,40.0,1009.0,TS,0
2014,17.9,-67.6,40.0,1010.0,TS,0
2014,19.2,-69.0,40.0,1011.0,TS,0
2014,20.3,-70.4,40.0,1012.0,TS,0
2014,21.4,-71.6,40.0,1013.0,TS,0
2014,21.8,-71.9,40.0,1013.0,TS,0
2014,22.7,-72.5,45.0,1012.0,TS,0
2014,24.1,-73.1,55.0,1007.0,TS,0
2014,21.5,-72.2,30.0,1005.0,TS,0
2014,22.0,-72.5,30.0,1004.0,TS,0
2014,22.6,-72.9,35.0,1002.0,TS,0
2014,23.3,-73.0,40.0,1001.0,TS,0
2014,24.0,-73.0,45.0,1001.0,TS,0
2014,24.2,-73.0,45.0,998.0,TS,0
2014,24.4,-72.9,45.0,996.0,TS,0
2014,24.7,-72.7,50.0,993.0,TS,0
2014,24.9,-72.4,50.0,992.0,TS,0
2014,22.0,-61.2,35.0,1007.0,DS,0
2014,22.7,-62.4,35.0,1006.0,SS,0
2014,23.5,-63.3,35.0,1005.0,SS,0
2014,24.3,-64.0,40.0,1003.0,SS,0
2014,16.4,-55.9,30.0,1010.0,TS,0
2014,16.4,-56.9,30.0,1008.0,TS,0
2014,16.4,-57.9,35.0,1006.0,TS,0
2014,16.4,-58.8,40.0,1004.0,TS,0
2014,16.5,-59.7,45.0,1001.0,TS,0
2014,16.7,-60.6,55.0,996.0,TS,0
2014,17.0,-61.5,65.0,992.0,TS,1
2014,17.1,-61.8,65.0,990.0,TS,1
2014,17.6,-62.4,70.0,988.0,TS,1
2014,18.1,-63.0,75.0,984.0,TS,1
2014,18.2,-63.1,75.0,984.0,TS,1
2014,18.3,-63.2,80.0,983.0,TS,1
2014,19.1,-64.0,90.0,976.0,TS,1
2014,19.9,-64.8,95.0,973.0,TS,1
2014,20.8,-65.5,100.0,968.0,TS,1
2014,21.7,-66.2,115.0,956.0,TS,1
2014,22.5,-67.0,115.0,953.0,TS,1
2014,23.1,-67.7,115.0,949.0,TS,1
2014,23.8,-68.3,110.0,953.0,TS,1
2014,24.4,-68.6,110.0,953.0,TS,1
2014,25.0,-68.7,115.0,948.0,TS,1
2015,15.7,-55.3,50.0,1001.0,TS,0
2015,15.7,-56.7,45.0,1002.0,TS,0
2015,15.6,-58.2,40.0,1004.0,TS,0
2015,15.6,-59.3,40.0,1007.0,TS,0
2015,15.8,-60.4,35.0,1008.0,TS,0
2015,15.8,-61.3,30.0,1009.0,TS,0
2015,15.9,-55.2,35.0,1005.0,TS,0
2015,16.2,-56.8,40.0,1005.0,TS,0
2015,16.4,-58.2,40.0,1005.0,TS,0
2015,16.6,-59.5,40.0,1006.0,TS,0
2015,16.5,-60.8,45.0,1001.0,TS,0
2015,16.5,-62.2,45.0,1004.0,TS,0
2015,16.6,-63.6,45.0,1006.0,TS,0
2015,17.2,-65.1,45.0,1006.0,TS,0
2015,17.5,-66.8,45.0,1006.0,TS,0
2015,17.6,-68.6,45.0,1008.0,TS,0
2015,24.9,-72.2,70.0,971.0,TS,1
2015,24.4,-72.5,80.0,961.0,TS,1
2015,23.9,-72.9,100.0,951.0,TS,1
2015,23.5,-73.3,110.0,947.0,TS,1
2015,23.1,-73.7,115.0,942.0,TS,1
2015,23.0,-74.2,115.0,936.0,TS,1
2015,22.9,-74.4,120.0,931.0,TS,1
2015,23.0,-74.7,120.0,935.0,TS,1
2015,23.4,-74.8,115.0,937.0,TS,1
2015,23.6,-74.8,110.0,940.0,TS,1
2015,23.8,-74.7,110.0,941.0,TS,1
2015,24.1,-74.5,110.0,942.0,TS,1
2015,24.3,-74.3,115.0,943.0,TS,1
2015,24.8,-73.6,120.0,945.0,TS,1
2015,22.2,-71.5,30.0,1010.0,TS,0
2015,22.8,-72.6,30.0,1010.0,TS,0
2015,23.4,-73.7,35.0,1010.0,TS,0
2015,24.1,-74.8,40.0,1008.0,TS,0
2016,23.7,-55.9,35.0,1007.0,TS,0
2016,24.2,-57.6,30.0,1008.0,TS,0
2016,24.5,-59.1,30.0,1008.0,TS,0
2016,25.0,-60.5,30.0,1009.0,TS,0
2016,20.0,-56.0,35.0,1006.0,TS,0
2016,20.2,-56.9,30.0,1006.0,TS,0
2016,20.8,-57.5,30.0,1007.0,TS,0
2016,21.5,-58.2,30.0,1007.0,TS,0
2016,22.5,-59.2,30.0,1007.0,TS,0
2016,23.5,-60.3,30.0,1007.0,TS,0
2016,24.4,-61.7,30.0,1007.0,TS,0
2016,13.4,-59.8,50.0,1009.0,TS,0
2016,13.6,-61.2,50.0,1008.0,TS,0
2016,13.9,-62.6,55.0,1004.0,TS,0
2016,14.0,-64.0,55.0,1002.0,TS,0
2016,14.1,-65.5,60.0,995.0,TS,0
2016,14.2,-66.9,65.0,993.0,TS,1
2016,14.2,-68.1,70.0,987.0,TS,1
2016,14.0,-69.3,85.0,979.0,TS,1
2016,13.8,-70.4,100.0,968.0,TS,1
2016,13.5,-71.2,120.0,955.0,TS,1
2016,13.4,-71.9,145.0,942.0,TS,1
2016,13.4,-72.5,140.0,942.0,TS,1
2016,13.4,-73.1,135.0,944.0,TS,1
2016,13.4,-73.3,130.0,942.0,TS,1
2016,13.5,-73.5,130.0,940.0,TS,1
2016,13.7,-73.9,125.0,941.0,TS,1
2016,14.0,-74.3,130.0,947.0,TS,1
2016,14.2,-74.7,135.0,945.0,TS,1
2016,14.5,-75.0,130.0,944.0,TS,1
2016,14.9,-75.0,125.0,942.0,TS,1
2016,15.4,-75.0,125.0,941.0,TS,1
2016,15.9,-74.9,125.0,938.0,TS,1
2016,16.6,-74.6,130.0,934.0,TS,1
2016,17.5,-74.4,130.0,934.0,TS,1
2016,18.3,-74.3,130.0,935.0,TS,1
2016,18.4,-74.3,125.0,937.0,TS,1
2016,19.3,-74.3,120.0,947.0,TS,1
2016,20.1,-74.3,115.0,949.0,TS,1
2016,20.7,-74.4,110.0,960.0,TS,1
2016,21.4,-74.8,105.0,962.0,TS,1
2016,23.2,-59.8,35.0,1007.0,TS,0
2016,23.5,-60.3,40.0,1005.0,TS,0
2016,23.8,-60.7,45.0,1002.0,TS,0
2016,24.1,-61.2,45.0,1001.0,TS,0
2016,24.4,-61.7,45.0,1001.0,TS,0
2016,24.7,-62.5,45.0,1001.0,TS,0
2016,25.0,-65.7,45.0,1000.0,TS,0
2016,24.6,-65.6,45.0,999.0,TS,0
2016,24.1,-65.5,55.0,996.0,TS,0
2016,24.0,-65.4,55.0,993.0,TS,0
2016,24.1,-65.3,55.0,992.0,TS,0
2016,24.3,-65.2,50.0,992.0,TS,0
2016,24.8,-65.2,50.0,992.0,TS,0
2017,10.1,-61.1,45.0,1008.0,TS,0
2017,10.4,-62.1,45.0,1008.0,TS,0
2017,10.6,-62.6,45.0,1008.0,TS,0
2017,11.3,-55.4,40.0,1008.0,TS,0
2017,11.4,-57.1,35.0,1011.0,TS,0
2017,22.4,-66.8,25.0,1013.0,DS,0
2017,22.7,-67.8,25.0,1013.0,DS,0
2017,23.2,-68.7,25.0,1013.0,DS,0
2017,24.0,-69.4,30.0,1013.0,TS,0
2017,24.9,-70.0,35.0,1012.0,TS,0
2017,13.0,-55.0,35.0,1004.0,TS,0
2017,13.0,-56.6,40.0,1003.0,TS,0
2017,13.0,-58.4,40.0,1004.0,TS,0
2017,13.1,-59.6,40.0,1004.0,TS,0
2017,13.1,-60.3,40.0,1004.0,TS,0
2017,13.2,-61.2,40.0,1004.0,TS,0
2017,13.2,-62.2,35.0,1005.0,TS,0
2017,13.4,-64.0,35.0,1005.0,TS,0
2017,13.5,-65.7,35.0,1005.0,TS,0
2017,13.7,-67.5,30.0,1006.0,TS,0
2017,13.8,-69.2,30.0,1007.0,DS,0
2017,14.0,-71.0,30.0,1007.0,DS,0
2017,14.2,-72.9,30.0,1007.0,DS,0
2017,14.4,-75.0,30.0,1006.0,DS,0
2017,16.6,-55.1,125.0,943.0,TS,1
2017,16.6,-56.4,135.0,933.0,TS,1
2017,16.7,-57.8,150.0,929.0,TS,1
2017,16.9,-59.2,155.0,926.0,TS,1
2017,17.3,-60.6,155.0,915.0,TS,1
2017,17.7,-61.8,155.0,914.0,TS,1
2017,17.7,-61.9,155.0,914.0,TS,1
2017,18.1,-63.1,155.0,914.0,TS,1
2017,18.1,-63.3,155.0,915.0,TS,1
2017,18.5,-64.4,155.0,915.0,TS,1
2017,18.6,-64.7,150.0,916.0,TS,1
2017,19.2,-66.2,150.0,916.0,TS,1
2017,19.7,-67.6,145.0,920.0,TS,1
2017,20.2,-69.0,145.0,921.0,TS,1
2017,20.7,-70.4,145.0,922.0,TS,1
2017,21.1,-71.8,140.0,919.0,TS,1
2017,21.5,-73.0,135.0,924.0,TS,1
2017,21.5,-73.2,135.0,925.0,TS,1
2017,21.8,-74.7,135.0,927.0,TS,1
2017,16.1,-56.4,130.0,940.0,TS,1
2017,16.4,-57.8,135.0,939.0,TS,1
2017,16.7,-58.9,135.0,938.0,TS,1
2017,17.2,-59.9,130.0,940.0,TS,1
2017,17.9,-60.8,125.0,941.0,TS,1
2017,18.6,-61.8,120.0,942.0,TS,1
2017,19.4,-62.9,115.0,943.0,TS,1
2017,20.3,-64.0,115.0,945.0,TS,1
2017,21.2,-65.3,115.0,948.0,TS,1
2017,22.2,-66.5,105.0,956.0,TS,1
2017,23.3,-67.6,100.0,962.0,TS,1
2017,24.3,-68.6,90.0,968.0,TS,1
